,question_idx,claim,label,evidence,assertions
735,394,The Minnesota Vikings is a National Football League team.,SUPPORTS,"National Football League (1961–present). The Minnesota Vikings are a professional American football team based in Minneapolis. They compete in the National Football League (NFL) as a member club of the National Football Conference (NFC) North division.[7] Founded in 1960 as an expansion team, the team began play the following year. They are named after the Vikings of medieval Scandinavia, reflecting the prominent Scandinavian American culture of Minnesota.[8] The team plays its home games at U.S. Bank Stadium in the Downtown East section of Minneapolis..","1. The observation states that the Minnesota Vikings compete in the National Football League (NFL) as a member club of the National Football Conference (NFC) North division. Therefore, the claim is true. 
"
736,2652,The Italian language is spoken in the Republic of Ireland.,NOT ENOUGH INFO,"Could not find Italian language in Republic of Ireland. Similar: ['Languages of Ireland', 'Hiberno-English (redirect from English language in Republic of Ireland)', 'Republic of Ireland', 'Demographics of the Republic of Ireland', 'Third-level education in the Republic of Ireland'].","1. Since I couldn't find any information about the Italian language being spoken in the Republic of Ireland, I don't have enough information to determine the truth of this claim. 
"
737,571,Marie Antoinette died in 1793.,SUPPORTS,"Marie Antoinette (/ˌæntwəˈnɛt, ˌɒ̃t-/;[1] French: [maʁi ɑ̃twanɛt] ⓘ; Marie Antoinette Josèphe Jeanne; 2 November 1755 – 16 October 1793) was the last queen of France before the French Revolution. She was born an archduchess of Austria, and was the penultimate child and youngest daughter of Empress Maria Theresa and Emperor Francis I. She became dauphine of France in May 1770 at age 14 upon her marriage to Louis-Auguste, heir apparent to the French throne. On 10 May 1774, her husband ascended the throne as Louis XVI and she became queen.. Marie Antoinette's position at court improved when, after eight years of marriage, she started having children.","1. The observation states that Marie Antoinette died in 1793. 
"
738,477,Thirteen was created in the ocean.,NOT ENOUGH INFO,"Could not find Thirteen creation. Similar: ['Thirteen Ghosts', 'Thirteen (House)', 'Thirteen Heavens', '13 (number) (redirect from Thirteen (number))', 'Thirteen (Teenage Fanclub album)'].","1. Since I could not find any information about the creation of the movie Thirteen, I cannot determine if it was created in the ocean or not. 
"
739,728,Robert Richardson has collaborated with media workers.,NOT ENOUGH INFO,"Could not find [Robert Richardson]. Similar: ['Robert Richardson (cinematographer)', 'The Equalizer 3', 'Robert D. Richardson', 'Robert Richardson', 'Robert Coleman Richardson'].",
740,2722,Chris Evans (presenter) hosted a programme.,SUPPORTS,"Christopher James Evans (born 1 April 1966[1]) is an English television presenter, radio DJ and producer for radio and television. He started his broadcasting career working for Piccadilly Radio, Manchester, as a teenager, before moving to London as a presenter for the BBC's BBC Radio London and then Channel 4 television, where The Big Breakfast made him a star. Soon he was able to dictate highly favourable terms, allowing him to broadcast on competing radio and TV stations. Slots like Radio 1 Breakfast and TFI Friday provided a mix of celebrity interviews, music and comic games, delivered in an irreverent style that attracted high ratings, though often also generated significant numbers of complaints. By 2000 he was the UK's highest paid entertainer, according to the Sunday Times Rich List.","1. The observation mentions that Chris Evans (presenter) has worked as a television presenter, so it is likely that he has hosted a programme. 
"
741,2997,One game sequel is Super Metroid.,SUPPORTS,"Super Metroid[a][b] is an action-adventure game developed by Nintendo and Intelligent Systems and published by Nintendo for the Super Nintendo Entertainment System in 1994. It is the third installment in the Metroid series, following the events of the Game Boy game Metroid II: Return of Samus (1991). Players control bounty hunter Samus Aran, who travels to planet Zebes to retrieve an infant Metroid creature stolen by the Space Pirate leader Ridley.. Following the established gameplay model of its predecessors, Super Metroid focuses on exploration, with the player searching for power-ups used to reach previously inaccessible areas. It introduced new concepts to the series, such as the inventory screen, an automap, and the ability to fire in all directions.","1. The observation says that Super Metroid is the third installment in the Metroid series, following the events of Metroid II: Return of Samus. Based on this information, it supports the claim that Super Metroid is a game sequel. 
"
742,1543,Paul Walker has a son named Thomas.,NOT ENOUGH INFO,"Paul William Walker IV[1] (September 12, 1973[2] – November 30, 2013) was an American actor. He was best known for his role as Brian O'Conner in the Fast & Furious franchise.. Paul Walker began his career as a child actor in the 1980s, gaining recognition in the 1990s after appearing in the television soap opera The Young and the Restless; he received praise for his performances in the teen comedy She's All That and the comedy-drama Varsity Blues (both 1999), and saw international fame by starring in The Fast and the Furious (2001).. He also starred in the commercially successful road thriller Joy Ride (2001), becoming an action star. He followed this with the box-office disappointments Into the Blue (2005) and Running Scared (2006), although he earned praise for his performance in the survival drama Eight Below, and for his portrayal of Hank Hansen in Flags of Our Fathers (both 2006).","1. The observation does not mention anything about Paul Walker having a son named Thomas.  
"
743,2010,Naomi Scott starred in a 2011 film.,SUPPORTS,"Naomi Scott (born 6 May 1993) is an English[1] actress and singer. Born in Hounslow, she rose to prominence for her performances in the teen comedy series Life Bites (2008–2009), the television film Lemonade Mouth (2011) and the science fiction series Terra Nova (2011). In 2015, Screen International selected her as one of their ""Stars of Tomorrow"".[2] She achieved further recognition for starring as Princess Jasmine in Disney's musical live-action fantasy film Aladdin (2019), which earned her a Saturn Award nomination. She has also starred in the superhero film Power Rangers (2017) and the action comedy film Charlie's Angels (2019).. Scott was born on 6 May 1993 in Hounslow, London.[3] She is of English and Indian descent.[4] Her mother, Usha Scott (née Joshi), who was born in Uganda and emigrated to the United Kingdom at a young age, is of Indian Gujarati descent, while her father, Christopher Scott, is English.[5][6][7] Scott also has an older brother, Joshua.[8].","1. Naomi Scott did star in a 2011 film called Lemonade Mouth. 
"
744,2089,"Haiti shares an island with a sovereign state, the Dominican Republic.",SUPPORTS,"Haiti (/ˈheɪti/ ⓘ HAY-tee; French: Haïti [a.iti]; Haitian Creole: Ayiti [ajiti]), officially the Republic of Haiti (French: République d'Haïti; Haitian Creole: Repiblik d Ayiti),[14] and formerly known as Hayti,[b] is a country on the island of Hispaniola in the Greater Antilles archipelago of the Caribbean Sea, east of Cuba and Jamaica, and south of The Bahamas and the Turks and Caicos Islands. It occupies the western three-eighths of the island which it shares with the Dominican Republic.[20][21] To its south-west lies the small Navassa Island, which is claimed by Haiti but is disputed as a United States territory under federal administration.[22][23] Haiti is 27,750 km2 (10,714 sq mi) in size, the third largest country in the Caribbean by area, and has an estimated population of 11.4 million,[24][25] making it the most populous country in the Caribbean. The capital is Port-au-Prince.. The island was originally inhabited by the indigenous Taíno people, who originated in South America.[26] The first Europeans arrived on 5 December 1492 during the first voyage of Christopher Columbus.[27] Columbus subsequently founded the first European settlement in the Americas, La Navidad, on what is now the northeastern coast of Haiti.[28][29][30][31] The island was claimed by Spain and named La Española, forming part of the Spanish Empire until the early 17th century. However, competing claims and settlements by the French led to the western portion of the island being ceded to France in 1697, which was subsequently named Saint-Domingue.","1. The observation confirms that Haiti shares an island with the Dominican Republic. 
"
745,610,Ilkhanate contained nickel mines.,NOT ENOUGH INFO,"The Ilkhanate or  Il-khanate, also known as the Ilkhanids (Persian: ایل خانان, romanized: Īlkhānān), and known to the Mongols as Hülegü Ulus (lit. 'people or state of Hülegü'),[9] was a Mongol khanate established from the southwestern sector of the Mongol Empire. The Ilkhanid realm was officially known as land of Iran or simply Iran.[10][11] It was established after Hulagu Khan, the son of Tolui and grandson of Genghis Khan, inherited the Southwest Asian part of the Mongol Empire after his brother Möngke Khan died in 1259.. The Ilkhanate's core territory lies in what is now part of the countries of Iran, Azerbaijan, and Turkey. At its greatest extent, the Ilkhanate also included parts of modern Iraq, Syria, Armenia, Georgia, Afghanistan, Turkmenistan, Pakistan, part of modern Dagestan, and part of modern Tajikistan. Later Ilkhanate rulers, beginning with Ghazan in 1295, converted to Islam.","1. The observation does not mention anything about nickel mines, so there is not enough information to determine if the Ilkhanate contained nickel mines. 
"
746,1949,Trent Reznor has worked with Saul Williams and both have been acclaimed.,NOT ENOUGH INFO,"Michael Trent Reznor (born May 17, 1965) is an American musician, singer, songwriter, record producer, and composer. He serves as the lead vocalist, multi-instrumentalist, and principal songwriter of the industrial rock band Nine Inch Nails,[1][2][3] which he founded in 1988 and of which he was the sole official member until 2016.[a] The first Nine Inch Nails album, Pretty Hate Machine (1989), was a commercial and critical success. Reznor has since released 11 more Nine Inch Nails studio albums.. Reznor began his career in the mid-1980s as a member of synth-pop bands such as Option 30, The Innocent, and Exotic Birds.[4] He has contributed to the albums of artists such as Marilyn Manson, whom he mentored, rapper Saul Williams and Halsey. Alongside his wife Mariqueen Maandig and long-time Nine Inch Nails collaborators Atticus Ross and Rob Sheridan, he formed the post-industrial group How to Destroy Angels in 2009.[5][6][7][8].Saul Stacey Williams (born February 29, 1972) is an American rapper, singer, songwriter, musician, poet, writer, and actor. He is known for his blend of poetry and alternative hip hop, and for his lead roles in the 1998 independent film Slam and the 2013 jukebox musical Holler If Ya Hear Me.. Saul Stacey Williams was born in Newburgh, New York, on February 29, 1972,[3] the youngest of three children. He attended Newburgh Free Academy, where he wrote his song ""Black Stacey"". He graduated from Morehouse College with a BA in acting and philosophy, then moved to New York City, where he earned an MFA in acting from New York University's Graduate Acting Program at the Tisch School of the Arts.[4][5] While at New York University, he became part of the New York café poetry scene.","1. Reznor mentions in the text that he has contributed to the albums of Saul Williams. I should search for Saul Williams to see if there is any information about them working together and if they have been acclaimed. 
2. The observation does not mention Trent Reznor and Saul Williams working together or being acclaimed. There is not enough information to determine if the claim is true or not. 
"
747,1472,Ellen DeGeneres is American.,SUPPORTS,"Ellen Lee DeGeneres (/dəˈdʒɛnərəs/ də-JEN-ər-əs; born January 26, 1958)[1][2] is an American comedian, television host, actress, and writer. She starred in the sitcom Ellen from 1994 to 1998, which earned her a Primetime Emmy Award for ""The Puppy Episode"". She also hosted the syndicated television talk show, The Ellen DeGeneres Show from 2003 to 2022, for which she received 33 Daytime Emmy Awards.. Her stand-up career started in the early 1980s and included a 1986 appearance on The Tonight Show Starring Johnny Carson. As a film actress, DeGeneres starred in Mr.","1. The observation states that Ellen DeGeneres is an American comedian, television host, actress, and writer. 
"
748,1637,"For her role in Breaking Bad, Anna Gunn has won 2 Emmy awards.",SUPPORTS,"Anna Gunn (born August 11, 1968)[1] is an American actress. She is best known for her role as Skyler White on the AMC drama series Breaking Bad (2008–2013), for which she won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series in 2013 and 2014. She has also played Jean Ward in The Practice (1997–2002), and Martha Bullock in Deadwood (2004–2006).. Gunn was born in Cleveland, Ohio, but grew up in Santa Fe, New Mexico. She is the daughter of Sharon Anna Kathryn ""Shana"" Gunn (née Peters), an interior designer, and Clemens Earl Gunn Jr., who worked in real estate.[2] She is of Polish, Slovak, English, German and distant Irish and Dutch descent.","1. The observation states that Anna Gunn won the Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series in 2013 and 2014 for her role in Breaking Bad. 
"
749,2181,Sarah Paulson acted in Studio 60 on the Sunset Strip.,SUPPORTS,"Sarah Catharine Paulson (born December 17, 1974) is an American actress. She is the recipient of numerous accolades, including a Primetime Emmy Award and a Golden Globe Award. In 2017, Time magazine named her one of the 100 most influential people in the world.[1]. Paulson began her acting career starring in the television series American Gothic (1995–1996) and Jack & Jill (1999–2001). She played Harriet Hayes in the comedy-drama series Studio 60 on the Sunset Strip (2006–2007), and supporting roles in such films as What Women Want (2000), Down with Love (2003), and The Spirit (2008).","1. From Observation 1, it says that Sarah Paulson played Harriet Hayes in the comedy-drama series Studio 60 on the Sunset Strip, so she did act in the show. 
"
750,2270,Lee Min-ho is incapable of being an actor.,REFUTES,"Lee Min-ho (Korean: 이민호; Hanja: 李敏鎬, born June 22, 1987)[2] is a South Korean actor, singer and model.[3][4] He gained widespread fame with his role as Gu Jun-pyo in Boys Over Flowers (2009), which also earned him the Best New Actor Award for Television at the 45th Baeksang Arts Awards. His other notable works are television series City Hunter (2011), The Heirs (2013), The Legend of the Blue Sea (2016), and The King: Eternal Monarch (2020),[5] and films Gangnam Blues (2015) and Bounty Hunters (2016). In 2022, he starred in the Apple TV+ period drama Pachinko based on the novel of the same name.[6]. The success of Lee's television career established him as a top Hallyu star;[7][8] he is the most followed South Korean actor on social media.[9] Lee became the first Korean celebrity to have a wax figure made in his image at Madame Tussauds, with figures being unveiled in Shanghai in 2013,[10] and Hong Kong in 2014.[11]. Lee Min-ho was born on June 22, 1987, in Heukseok-dong, Dongjak District, Seoul.","1. The observation provides information about Lee Min-ho's successful acting career and his notable works in television series and films. There is no evidence or information suggesting that he is incapable of being an actor. 
"
751,2125,Helena Bonham Carter was in movies.,SUPPORTS,"Helena Bonham Carter CBE (born 26 May 1966) is an English actress. Known for her roles in blockbusters and independent films, particularly period dramas, she has received various awards and nominations, including a British Academy Film Award and an International Emmy Award, in addition to nominations for two Academy Awards, four British Academy Television Awards, five Primetime Emmy Awards, and nine Golden Globe Awards.. Bonham Carter rose to prominence by playing Lucy Honeychurch in A Room with a View (1985) and the title character in Lady Jane (1986). Her early period roles saw her typecast as a virginal ""English rose"", a label with which she was uncomfortable.[2] She is best known for her eccentric fashion and dark aesthetic and for often playing quirky women.[3][4][5] For her role as Kate Croy in The Wings of the Dove (1997), Bonham Carter received a nomination for the Academy Award for Best Actress, and for her portrayal of Queen Elizabeth The Queen Mother in The King's Speech (2010), she won the BAFTA Award for Best Actress in a Supporting Role, and was nominated for the Academy Award for Best Supporting Actress.. Her other films include Hamlet (1990), Howards End (1992), Mary Shelley's Frankenstein (1994), Mighty Aphrodite (1995), Fight Club (1999), Wallace & Gromit: The Curse of the Were-Rabbit (2005), the Harry Potter series (2007–2011) as Bellatrix Lestrange, Great Expectations (2012) as Miss Havisham, Les Misérables (2012), Cinderella (2015), Ocean's 8 (2018), and Enola Holmes (2020).","1. There is evidence in Observation 1 that Helena Bonham Carter has been in movies.  
"
752,909,Steel (1997 film) has Judd Nelson in its cast who originally tried out for Shaq's part.,NOT ENOUGH INFO,"Could not find Steel (1997) cast. Similar: ['Crucible steel', 'Steel (1997 film)', 'Stainless steel', 'Amy Steel', 'Carbon steel'].","1. Since I could not find the cast information for Steel (1997), I don't have enough information to determine if Judd Nelson was in the cast or if he originally tried out for Shaq's part. 
"
753,2725,A Song of Ice and Fire takes place in multiple castles.,NOT ENOUGH INFO,"A Song of Ice and Fire is a series of epic fantasy novels by the American novelist and screenwriter George R. R. Martin. He began writing the first volume, A Game of Thrones in 1991, publishing it in 1996. Martin originally envisioned the series as a trilogy but as of 2023 has released five out of a planned seven volumes.","1. The observation does not mention anything about castles, so there is not enough information to determine if A Song of Ice and Fire takes place in multiple castles. 
"
754,450,Sully is a Tom Hanks movie.,SUPPORTS,"Could not find [Sully]. Similar: ['Sully', 'Sully Sullenberger', 'Sully (film)', 'Sully (surname)', 'Sandra Sully'].Sully (also known as Sully: Miracle on the Hudson[6]) is a 2016 American biographical drama film directed by Clint Eastwood and written by Todd Komarnicki, based on the 2009 autobiography Highest Duty by Chesley ""Sully"" Sullenberger and Jeffrey Skiles. Tom Hanks stars as Sullenberger, with Aaron Eckhart, Laura Linney, Anna Gunn, Autumn Reeser, Holt McCallany, and Jamey Sheridan. The film follows Sullenberger's January 2009 emergency landing of US Airways Flight 1549 on the Hudson River, in which all 155 passengers and crew survived – most suffering only minor injuries – and the subsequent publicity and investigation.. Sully premiered at the 43rd Telluride Film Festival on September 2, 2016, and was released in the United States by Warner Bros. on September 9, 2016, in conventional and IMAX theaters.[2] The film received positive reviews from critics and grossed over $240 million worldwide, but created controversy with its fictionalized portrayal of the National Transportation Safety Board (NTSB) as ""prosecutorial and closed-minded."" The American Film Institute and National Board of Review both selected it as one of their ten best films of 2016,[7] and it was nominated for the Academy Award for Best Sound Editing at the 89th Academy Awards..","1. From the suggestions, I should search ""Sully (film)"" to find out if it is a Tom Hanks movie. 
2. The observation states that Tom Hanks stars as Sullenberger in the film Sully. Therefore, the claim that Sully is a Tom Hanks movie is supported by the observation. 
"
755,2810,The largest island in Hawaii is the Island of Hawai'i.,SUPPORTS,"Could not find largest island in Hawaii. Similar: ['Hawaii (island)', 'List of islands of Hawaii', 'Hawaii', 'Hawaiian Islands', 'Maui (redirect from Maui, Hawaii)'].Hawaii (/həˈwaɪʔi/ ⓘ hə-WY-ee; Hawaiian: Hawaiʻi Hawaiian pronunciation: [həˈvɐjʔi]) is the largest island in the United States, located in the state of Hawaii. It is the southeasternmost of the Hawaiian Islands, a chain of volcanic islands in the North Pacific Ocean. With an area of 4,028 square miles (10,430 km2), it has 63% of the Hawaiian archipelago's combined landmass. However, it has only 13% of the archipelago's population. The island of Hawaiʻi is the third largest island in Polynesia, behind the north and south islands of New Zealand.[2].","1. The observation says that Hawaii is the largest island in the United States, so it is the largest island in Hawaii. 
"
756,1300,Three Men and a Baby is a baby food store.,REFUTES,"Three Men and a Baby is a 1987 American comedy film directed by Leonard Nimoy. It stars Tom Selleck, Steve Guttenberg, and Ted Danson as three bachelors as they attempt to adapt their lives to de facto fatherhood with the arrival of the love child of one of the men. The script was based on the 1985 French film Trois hommes et un couffin (Three Men and a Cradle).. The film was the biggest American box office hit of that year, surpassing Fatal Attraction and eventually grossing $167 million in the United States and Canada[4] and $240 million worldwide.[3] The film won the 1988 People's Choice Award for Favorite Comedy Motion Picture.[5] The success of the movie launched a franchise.. Architect Peter Mitchell, cartoonist Michael Kellam, and actor Jack Holden are happy bachelors in their shared NYC apartment, with frequent parties and flings.","1. This claim does not seem likely, but I can do a quick search to confirm. 
2. The observation says that Three Men and a Baby is a 1987 American comedy film, not a baby food store.  
"
757,1302,Tyra Banks was the first African American woman in the centerfold of GQ.,SUPPORTS,"Tyra Lynne Banks (born December 4, 1973) (also known as BanX)[2][3] is an American television personality, model, producer, writer, and actress. Born in Inglewood, California, she began her career as a model at the age of 15 and was the first Black American woman to be featured on the covers of GQ and the Sports Illustrated Swimsuit Issue, on which she appeared three times. She was a Victoria's Secret Angel from 1997 to 2005. By the early 2000s, Banks was one of the world's top-earning models.. Banks began acting on television in the sitcom The Fresh Prince of Bel-Air (1993) and made her film debut in the drama Higher Learning (1995).","1. The observation states that Tyra Banks was the ""first Black American woman to be featured on the covers of GQ"", so she was indeed the first African American woman in the centerfold of GQ. 
"
758,771,Unpredictable had a song called Mr. Wonderful.,NOT ENOUGH INFO,"Could not find [Unpredictable]. Similar: ['Unpredictable', 'Becky Hill (redirect from Unpredictable (Becky Hill song))', 'Pseudorandom permutation (redirect from Unpredictable permutation)', 'Unpredictable (Jamie Foxx album)', 'Unpredictable (Mystikal album)'].","1. There is no information about an album called Unpredictable. Therefore, I cannot determine if the claim is true or false. 
"
759,1926,Henry V is adapted from a play.,SUPPORTS,"Could not find [Henry V]. Similar: ['Henry V of England', 'Henry V', 'Henry V (play)', 'Henry IV of England', 'Henry V (1989 film)'].Henry V is a history play by William Shakespeare, believed to have been written near 1599. It tells the story of King Henry V of England, focusing on events immediately before and after the Battle of Agincourt (1415) during the Hundred Years' War. In the First Quarto text, it was titled The Cronicle History of Henry the fift,[1]: p.6  and The Life of Henry the Fifth in the First Folio text.. The play is the final part of a tetralogy, preceded by Richard II, Henry IV, Part 1, and Henry IV, Part 2. The original audiences would thus have already been familiar with the title character, who was depicted in the Henry IV plays as a wild, undisciplined young man.","1. From the suggestions, I should search ""Henry V (play)"" to find out if it is adapted from a play. 
2. The observation states that Henry V is a play written by William Shakespeare. Therefore, it is adapted from a play. 
"
760,2184,Stranger Things is set in Oklahoma.,REFUTES,"Stranger Things is an American science fiction horror drama television series created by the Duffer Brothers for Netflix. Produced by Monkey Massacre Productions and 21 Laps Entertainment, the first season was released on Netflix on July 15, 2016. The second and third season followed in October 2017 and July 2019 respectively, and the fourth season aired in two parts in May and July 2022. In February 2022, Stranger Things was renewed for a fifth and final season.. Set in the 1980s, the series centers around the residents of the fictional small town of Hawkins, Indiana, as they are plagued by a hostile alternate dimension known as the Upside Down, after a nearby human experimentation facility opens a gateway between it and the normal world.","1. The observation says that Stranger Things is set in the fictional small town of Hawkins, Indiana, not in Oklahoma. 
"
761,2049,License to Wed is a movie.,SUPPORTS,"License to Wed is a 2007 American romantic comedy film directed by Ken Kwapis. Starring Robin Williams, Mandy Moore and John Krasinski with Christine Taylor, Eric Christian Olsen and Josh Flitter in supporting roles, the film tells the story of a reverend who puts an engaged couple through a grueling marriage preparation course to see if they are meant to be married in his church. The film was released in theaters in the United States on July 3, 2007 by Warner Bros. Pictures, and was a box office hit, grossing $70.2 million against a $35 million budget, but received negative reviews from critics.. Sadie Jones has always longed to marry the man of her dreams in her family church.","1. The observation says that License to Wed is a 2007 American romantic comedy film, so it is a movie. 
"
762,2562,Bharat Arun was named on the 14th.,NOT ENOUGH INFO,"Bharat Arun (pronunciationⓘ; born 14 December 1962), is a former Indian Test cricketer and bowling coach for the India national cricket team, and the current bowling coach for the Kolkata Knight Riders.. Arun was a medium pacer and an attacking lower order batsman. In the semifinal of the 1986/87 Duleep Trophy he hit 149 and added 221 for the seventh wicket with W. V. Raman as South Zone chased a West total of 516 for the first innings lead [1].","1. The observation does not mention anything about Bharat Arun being named on the 14th. I need to find more information. 
"
763,1664,Katie Holmes is a Texan.,NOT ENOUGH INFO,"Kate Noelle Holmes (born December 18, 1978)[9] is an American actress. She first achieved fame as Joey Potter on the television series Dawson's Creek (1998–2003).[3]. Holmes made her film debut with a supporting role in Ang Lee's The Ice Storm (1997).[10] A mixture of parts in big-budget and small-scale film projects came next, including Go, Teaching Mrs. Tingle (both 1999), Wonder Boys, The Gift (both 2000), Abandon, Phone Booth (both 2002), The Singing Detective, Pieces of April (both 2003), First Daughter (2004), Batman Begins, Thank You for Smoking (both 2005), Mad Money (2008), Don't Be Afraid of the Dark (2010), Jack and Jill (2011), Miss Meadows (2014), Woman in Gold, Touched with Fire (both 2015), Logan Lucky (2017), Dear Dictator (2018), Coda (2019), Brahms: The Boy II, and The Secret: Dare to Dream (both 2020).. Outside of film, Holmes made her Broadway theatre debut in a 2008 production of Arthur Miller's All My Sons.","1. The observation does not mention anything about Katie Holmes being from Texas. 
"
764,2646,Cindy McCain is a woman.,SUPPORTS,"Cindy Lou McCain (née Hensley; born May 20, 1954)[2] is an American diplomat, businesswoman, and humanitarian who is the executive director of the World Food Programme. McCain previously served as U.S. Ambassador to the United Nations Agencies for Food and Agriculture from 2021 to 2023. She is the widow of U.S. Senator John McCain from Arizona, who was the 2008 Republican presidential nominee..","1. The observation mentions that Cindy McCain is the ""widow of U.S. Senator John McCain"", indicating that she is a woman. 
"
765,866,Romelu Lukaku is a golfer.,REFUTES,"Romelu Lukaku Bolingoli (Dutch pronunciation: [ˈroːmeːlu luˈkaːku]; born 13 May 1993) is a Belgian professional footballer who plays as a striker for Serie A club Roma, on loan from Premier League club Chelsea, and the Belgium national team.. Lukaku began his senior club career playing for Anderlecht, where he won a Belgian Pro League title and finished as the league's top goalscorer. In 2011, he joined Chelsea in a transfer worth £10 million (€12 million), but limited playing time resulted in loans to West Bromwich Albion and Everton; in 2014, Lukaku signed with Everton in a then club-record transfer worth £28 million (€32 million), going on to finish as the league's second-top goalscorer. He subsequently signed with Manchester United in a transfer worth £75 million (€88 million), but after a breakdown in relations with the club, Lukaku departed for Inter Milan in 2019, in a club-record deal worth €80 million (£68.1 million), and won a Serie A title and Serie A Most Valuable Player.. In 2021, Lukaku returned to Chelsea in a club-record transfer worth £97.5 million (€115 million), becoming the seventh-most expensive player, the most expensive Belgian player and, at the time, the most expensive player of all time in cumulative transfer fees.","1. The observation states that Romelu Lukaku is a professional footballer who plays as a striker for various clubs. There is no mention of him being a golfer. 
"
766,2920,Live Your Life is by Miley Cyrus.,REFUTES,"Could not find [Live Your Life]. Similar: ['Live Your Own Life', 'Live Your Life (T.I. song)', 'Live Your Life Be Free', 'How Not to Live Your Life', 'Live Your Life'].""Live Your Life"" is a song by American rapper T.I., featuring Barbadian singer Rihanna, from T.I.'s sixth studio album, Paper Trail (2008). It was released as the seventh single from the album on September 8, 2008. The song's lyrics speak of T.I.'s rise to fame and optimism of the future. It also gives dedication to the American troops fighting in Iraq. The song both samples and interpolates the 2003 song ""Dragostea Din Tei"" by O-Zone..","1. From the suggestions, I should search ""Live Your Life (T.I. song)"" to find out if it is by Miley Cyrus. 
2. The observation says that ""Live Your Life"" is a song by T.I., featuring Rihanna, not Miley Cyrus. 
"
767,323,Stephen Rider is a Seventh Day Adventist.,NOT ENOUGH INFO,"Stephen Rider (born September 25, 1979) is an American film and television actor. He is known for playing Blake Tower in the Marvel series Daredevil, Admiral Stephen W. Rochon in the film The Butler, and Eric Millworth in the ABC series Lucky 7.. Rider was discovered by Denzel Washington in a play in 2006, and Washington brought him into his 2007 biographical drama film The Great Debaters, which was Rider's feature film debut.[1]. In 2013, Rider played the role of Seeker Reed in the science fiction film The Host and later played the role of Admiral Stephen W.","1. The observation does not mention anything about Stephen Rider's religious beliefs, so there is not enough information to determine if he is a Seventh Day Adventist or not. 
"
768,873,Trevor Baxter went to college at Dulwich College.,SUPPORTS,"Trevor Baxter (18 November 1932 – 16 July 2017) was a British actor and playwright. He was educated at Dulwich College and the Royal Academy of Dramatic Art.. A postal worker's son,[1] Baxter was born in Lewisham, London, England, and was educated at Dulwich College and the Royal Academy of Dramatic Art.[2]. His credits include: Adam Adamant Lives!, Z-Cars, Maelstrom, Thriller, The New Avengers, Jack the Ripper, (1988) The Barchester Chronicles (1982) An Englishman Abroad (1983) and Doctors.[3] He is known for his appearance in the Doctor Who serial The Talons of Weng-Chiang (1977) as Professor George Litefoot and in 1978 in Rumpole of the Bailey.[4] He reprised his role of Professor Litefoot in an episode of the audio series, Doctor Who: The Companion Chronicles: The Mahogany Murderers. The following year he was Professor Litefoot again for a continuing series of Jago & Litefoot..","1. The observation states that Trevor Baxter was educated at Dulwich College. 
"
769,1264,John Wayne Gacy Jr. was a serial killer.,SUPPORTS,"John Wayne Gacy (March 17, 1942 – May 10, 1994) was an American serial killer and sex offender who raped, tortured, and murdered at least 33 young men and boys in Norwood Park Township, near Chicago, Illinois. He became known as the Killer Clown due to his public performances as a clown prior to the discovery of his crimes.. Gacy committed all of his murders in his ranch-style house. Typically, he would lure a victim to his home and dupe them into donning handcuffs on the pretext of demonstrating a magic trick. He would then rape and torture his captive before killing them by either asphyxiation or strangulation with a garrote.","1. The observation confirms that John Wayne Gacy Jr. was indeed a serial killer. 
"
770,1522,Courtney Love appeared at a 1999 American convention.,NOT ENOUGH INFO,"Courtney Michelle Love (née Harrison; born July 9, 1964) is an American singer, guitarist, songwriter, and actress. A figure in the alternative and grunge scenes of the 1990s, her career has spanned four decades. She rose to prominence as the lead vocalist and rhythm guitarist of the alternative rock band Hole, which she formed in 1989. Love has drawn public attention for her uninhibited live performances and confrontational lyrics, as well as her highly publicized personal life following her marriage to Nirvana frontman Kurt Cobain. In 2020, NME named her one of the most influential singers in alternative culture of the last 30 years..","1. The observation does not mention anything about Courtney Love appearing at a convention in 1999.  
"
771,243,Baby Driver starred Eiza González.,SUPPORTS,"Baby Driver is a 2017 action film written and directed by Edgar Wright. It stars Ansel Elgort as a getaway driver seeking freedom from a life of crime with his girlfriend Debora (Lily James). Kevin Spacey, Jon Hamm, Eiza González, Jamie Foxx, and Jon Bernthal appear in supporting roles. Eric Fellner and his Working Title Films partner Tim Bevan produced Baby Driver in association with Big Talk Productions' Nira Park. Sony and TriStar Pictures handled commercial distribution of the film.","1. The observation says that Eiza González appeared in Baby Driver, so she did star in it. 
"
772,2408,To Kill a Mockingbird takes place in South Asia.,REFUTES,"To Kill a Mockingbird is a novel by the American author Harper Lee. It was published in 1960 and was instantly successful. In the United States, it is widely read in high schools and middle schools. To Kill a Mockingbird has become a classic of modern American literature; a year after its release, it won the Pulitzer Prize. The plot and characters are loosely based on Lee's observations of her family, her neighbors and an event that occurred near her hometown of Monroeville, Alabama, in 1936, when she was ten..","1. The observation states that To Kill a Mockingbird is based on the author's observations of her family and neighbors in her hometown of Monroeville, Alabama. It does not mention South Asia at all. 
"
